,Player,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
423,DeontayBurnett,PHI,0,0,39,19,0,0,0,0,bye,0,0,0,0,0,0,0,0,58,29.0
424,CalvinRidley,ATL,69,63,63,45,48,59,57,23,0,bye,51,56,63,48,58,54,65,822,54.8
425,MichaelGallup,DAL,69,62,70,67,64,72,51,69,69,bye,57,45,74,48,38,58,79,992,62.0
426,JaleelScott,NYJ,0,0,0,0,0,0,0,0,0,bye,0,0,0,9,0,0,0,9,9.0
427,TreQuanSmith,NO,44,53,61,62,59,bye,57,58,45,16,45,31,63,54,24,0,0,672,48.0
428,CedrickWilson,DAL,3,4,24,18,15,25,20,19,11,bye,14,12,20,7,16,13,7,228,14.3
429,DeonCain,PIT,0,0,0,bye,0,4,0,0,0,0,0,0,0,0,0,0,6,10,5.0
430,DantePettis,Multi,45,10,8,0,0,0,0,3,0,0,0,0,0,0,0,29,20,115,16.4
431,DJMoore,CAR,58,65,45,56,51,64,42,48,81,43,61,59,bye,0,56,55,52,836,55.7
432,TreyQuinn,JAC,0,0,0,0,0,0,0,bye,0,0,0,3,0,0,0,0,0,3,3.0
433,ChristianKirk,ARI,63,47,0,36,44,50,65,bye,44,54,61,64,60,66,58,68,0,780,55.7
434,AntonioCallaway,MIA,0,0,0,0,0,0,bye,0,0,0,8,13,13,22,0,0,0,56,11.2
435,BraxtonBerrios,NYJ,0,46,52,8,24,16,48,48,7,bye,1,3,5,11,3,7,11,290,18.1
436,DJChark,JAC,42,59,0,58,50,31,55,bye,59,56,50,0,62,64,49,41,0,676,52.0
437,AllenLazard,GB,67,61,59,0,bye,0,0,0,0,0,36,33,42,46,48,41,36,469,46.9
438,RichieJames,SF,10,0,0,0,0,7,16,0,51,69,bye,63,7,26,54,51,51,405,36.8
439,AudenTate,CIN,15,0,25,22,26,0,6,33,bye,12,21,10,0,0,0,0,0,170,18.9
440,EquanimeousStBrown,GB,0,0,0,0,bye,11,3,22,4,31,15,38,11,17,11,18,15,196,16.3
441,JavonWims,CHI,23,29,23,10,17,13,0,9,0,0,bye,0,28,25,21,36,41,275,22.9
442,RobertFoster,WAS,0,0,0,0,0,0,0,bye,0,0,5,0,0,5,10,7,0,27,6.8
443,DaeSeanHamilton,DEN,47,34,12,57,bye,38,27,61,27,31,15,18,12,13,11,61,70,534,33.4
444,KekeCoutee,HOU,0,5,0,0,0,0,0,bye,0,0,35,28,48,49,55,33,39,292,36.5
445,DauriceFountain,IND,0,15,19,15,5,0,bye,0,10,0,0,0,0,0,0,0,0,64,12.8
446,MarquezValdes-Scantling,GB,41,46,57,61,bye,53,51,61,59,60,51,56,46,47,40,41,22,792,49.5
447,Ray-RayMcCloud,PIT,0,0,3,bye,18,13,8,22,28,15,20,9,5,4,4,4,12,165,10.3
448,DamionRatley,NYG,18,27,18,29,34,0,0,0,0,0,bye,0,0,0,0,0,0,126,25.2
449,JeffBadet,WAS,0,0,0,0,0,0,3,bye,13,5,0,0,0,0,0,0,0,21,7.0
450,JustinWatson,TB,11,54,0,56,0,12,12,5,0,4,0,1,bye,3,0,0,0,158,14.4
451,RussellGage,ATL,55,62,12,47,40,51,24,39,39,bye,49,69,52,41,59,62,61,762,47.6
452,DerrickWillies,CLE,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,3,0,3,3.0
453,VyncintSmith,NYJ,0,0,0,0,0,5,3,13,0,bye,0,0,0,0,0,0,29,50,7.1
454,ByronPringle,KC,6,7,3,0,10,28,31,37,19,bye,40,0,0,0,6,7,45,239,19.9
455,BrandonPowell,ATL,2,0,38,0,5,5,24,1,10,bye,4,13,12,28,28,13,0,183,12.2
456,ChristianBlake,ATL,7,9,7,19,14,17,5,38,12,bye,37,50,3,13,15,21,11,278,17.4
457,KeithKirkwood,CAR,0,0,0,0,0,35,0,0,0,0,0,0,bye,0,0,0,0,35,35.0
458,TrentSherfield,ARI,2,5,1,0,9,6,1,bye,1,0,0,0,1,5,2,5,41,79,5.3
459,StevenMitchell,HOU,0,0,0,0,0,0,0,bye,0,0,0,8,6,61,1,2,6,84,14.0
460,CameronBatson,TEN,0,34,45,bye,0,20,0,0,13,24,18,23,23,21,21,25,17,284,23.7
461,CamSims,WAS,0,4,1,4,0,7,61,bye,40,83,52,55,62,59,77,71,63,639,39.9
462,ChadBeebe,MIN,0,0,22,16,27,22,bye,11,17,22,17,35,28,34,20,23,20,314,22.4
463,KhaDarelHodge,CLE,40,33,35,0,0,0,0,34,bye,38,48,29,0,0,8,0,26,291,32.3
464,MalikTurner,DAL,0,0,0,2,0,0,0,0,0,bye,0,0,0,0,0,0,0,2,0.3
465,AJBrown,TEN,66,0,0,bye,47,63,53,59,45,49,57,58,63,37,57,42,64,760,54.3
466,DKMetcalf,SEA,61,63,73,55,52,bye,81,65,65,64,61,55,70,46,51,61,57,980,61.3
467,NKealHarry,NE,51,61,46,0,bye,51,11,0,0,35,52,26,34,36,36,30,58,527,40.5
468,MarquiseBrown,BAL,37,44,44,43,54,62,bye,77,55,62,47,42,45,52,52,43,43,802,50.1
469,HakeemButler,PHI,0,0,0,0,0,0,1,0,bye,0,0,0,0,0,0,0,0,1,0.5
470,JJArcega-Whiteside,PHI,28,16,18,0,8,12,13,5,bye,0,0,0,0,0,0,0,41,141,17.6
471,DeeboSamuel,SF,0,0,0,25,57,60,41,0,0,0,bye,63,58,1,0,0,0,305,43.6
472,RileyRidley,CHI,0,0,0,0,0,0,0,0,16,9,bye,11,0,2,3,0,0,41,8.2
473,CollinJohnson,JAC,9,8,20,13,23,3,13,bye,9,7,10,52,39,19,1,0,0,226,16.1
474,HunterRenfrow,LV,31,40,39,52,24,bye,35,15,30,34,20,41,52,38,13,39,51,554,34.6
475,TerryGodwin,JAC,0,0,0,0,0,0,0,bye,0,2,7,0,0,0,0,0,41,50,16.7
476,AndyIsabella,ARI,14,14,26,24,23,19,42,bye,17,11,18,41,54,0,0,0,3,306,23.5
477,ParrisCampbell,IND,61,2,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,63,31.5
478,TerryMcLaurin,WAS,65,62,61,64,54,70,58,bye,53,86,57,62,68,58,78,0,51,947,63.1
479,TravisFulgham,PHI,0,0,0,37,46,58,78,59,bye,59,65,37,25,11,26,22,29,552,42.5
480,KeelanDoss,LV,0,0,0,3,0,bye,0,0,0,0,0,0,0,0,0,0,0,3,3.0
481,MecoleHardman,KC,20,50,29,0,51,29,22,45,42,bye,17,24,21,19,32,41,32,474,31.6
482,LilJordanHumphrey,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,27,16,23,66,22.0
483,JakobiMeyers,NE,8,8,7,0,bye,0,41,64,80,57,68,50,56,59,53,50,65,666,47.6
484,PrestonWilliams,MIA,56,61,35,43,40,40,bye,44,17,0,0,0,0,0,0,0,0,336,42.0
485,DiontaeJohnson,PIT,55,54,19,bye,6,0,59,41,59,63,60,65,57,28,53,56,58,733,48.9
486,KeeSeanJohnson,ARI,0,0,46,0,5,0,0,bye,0,0,0,9,45,19,21,20,49,214,26.8
487,StanleyMorgan,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,3,3,10,2,18,3.0
488,ChaseClaypool,PIT,19,24,61,bye,52,51,51,41,56,44,47,45,31,38,43,54,35,692,43.3
489,TylerJohnson,TB,0,0,21,25,56,16,29,35,6,7,7,5,bye,3,11,25,18,264,18.9
490,BryanEdwards,LV,48,49,24,0,0,bye,0,0,1,20,9,19,15,20,24,12,19,260,21.7
491,MilesBoykin,BAL,40,48,46,31,36,34,bye,33,23,19,15,17,48,42,35,42,37,546,34.1
492,AshtonDulin,IND,0,6,12,18,7,6,bye,9,0,0,0,0,8,11,4,8,16,105,8.1
493,JuwannWinfree,GB,0,0,0,0,bye,0,0,0,0,7,0,0,0,1,0,0,0,8,4.0
494,DariusSlayton,NYG,58,58,51,66,64,40,55,68,65,45,bye,56,51,47,47,55,51,877,54.8
495,OlabisiJohnson,MIN,33,42,5,11,8,13,bye,2,8,2,4,58,8,19,9,11,8,241,15.1
496,ScottMiller,TB,43,42,29,40,45,23,43,53,19,9,15,10,bye,5,13,23,28,440,27.5
497,TrentonIrwin,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,5,0,5,5.0
498,PennyHart,SEA,1,0,2,7,0,bye,0,0,0,3,5,8,4,27,0,2,3,62,4.8
499,JeffSmith,NYJ,0,0,0,72,68,60,12,48,2,bye,7,3,0,33,0,0,12,317,26.4
500,TyronJohnson,LAC,0,0,0,8,5,bye,11,0,3,13,11,18,15,54,39,44,43,264,22.0
501,MalikTaylor,GB,1,15,4,45,bye,32,10,13,26,8,0,2,5,0,1,4,0,166,11.1
502,OlamideZaccheaus,ATL,11,16,54,53,63,14,11,9,52,bye,13,12,0,0,0,0,0,308,28.0
503,DeonteHarris,NO,7,31,22,14,0,bye,20,39,8,21,7,0,0,0,0,0,0,169,18.8
504,AlexBachman,NYG,0,0,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0,1,1.0
505,NsimbaWebster,LAR,0,0,0,0,2,0,0,0,bye,2,0,0,1,1,0,0,0,6,0.4
506,JasonMoore,LAC,0,0,0,25,0,bye,0,10,0,0,0,0,0,0,0,0,0,35,17.5
507,JalenGuyton,LAC,47,44,63,45,65,bye,54,76,69,44,69,63,64,61,53,52,51,920,57.5
508,StevenSims,WAS,58,60,21,0,0,0,0,bye,16,40,20,13,22,23,28,46,30,377,31.4
509,DarriusShepherd,GB,0,0,23,36,bye,6,28,18,23,0,2,2,0,0,0,0,0,138,17.3
510,GunnerOlszewski,NE,0,0,0,0,bye,0,4,42,35,0,0,1,6,0,1,0,13,102,8.5
511,ReggieBegelton,GB,0,0,0,2,bye,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
512,JerryJeudy,DEN,44,44,46,48,bye,47,58,58,61,61,41,22,49,45,56,61,65,806,50.4
513,CeeDeeLamb,DAL,59,57,49,62,36,60,31,37,39,bye,44,42,48,26,33,36,62,721,45.1
514,HenryRuggs,LV,42,49,0,0,45,bye,49,54,40,45,32,42,63,41,0,44,36,582,44.8
515,TeeHiggins,CIN,15,60,57,43,54,59,63,57,bye,55,62,45,47,65,56,64,3,805,50.3
516,JalenReagor,PHI,40,60,0,0,0,0,0,47,bye,59,63,43,44,47,46,43,19,511,46.5
517,LaviskaShenault,JAC,32,43,45,37,52,28,47,bye,10,0,0,59,25,53,43,48,45,567,40.5
518,JustinJefferson,MIN,36,29,51,51,70,50,bye,34,35,61,59,72,82,68,66,58,64,886,55.4
519,BrandonAiyuk,SF,0,44,56,64,62,62,50,63,0,68,bye,0,53,74,80,52,0,728,60.7
520,KJHamler,DEN,0,48,58,14,bye,0,30,52,55,62,38,28,42,37,49,8,0,521,40.1
521,DevinDuvernay,BAL,11,6,7,16,18,27,bye,37,26,36,13,41,44,9,4,23,30,348,21.8
522,MichaelPittman,IND,42,67,35,0,0,0,bye,45,59,57,67,64,58,55,45,50,58,702,54.0
523,DonovanPeoples-Jones,CLE,0,0,0,34,10,3,36,4,bye,16,7,11,41,58,36,0,13,269,22.4
524,JohnHightower,PHI,28,7,78,50,48,43,30,10,bye,3,1,19,18,0,0,0,12,347,26.7
525,KJHill,LAC,12,6,38,2,35,bye,0,1,0,1,0,0,9,16,15,1,11,147,9.8
526,AntonioGandy-Golden,WAS,0,5,16,12,23,7,0,bye,0,0,0,0,0,0,0,59,0,122,20.3
527,DenzelMims,NYJ,0,0,0,0,0,0,45,55,44,bye,54,52,50,0,58,63,18,439,48.8
528,JamesProche,BAL,5,0,0,1,6,0,bye,3,1,0,1,1,4,0,3,0,0,25,1.8
529,QuintezCephus,DET,62,39,10,6,bye,0,0,0,31,30,17,25,31,33,29,20,32,365,28.1
530,GabrielDavis,BUF,43,22,46,36,72,33,70,35,32,37,bye,60,71,62,68,72,38,797,49.8
531,JoeReed,LAC,3,2,6,0,0,bye,7,2,4,0,0,0,0,0,0,0,3,27,2.5
532,VanJefferson,LAR,33,26,8,3,18,3,0,14,bye,13,4,0,40,19,14,14,44,253,16.9
533,MarquezCallaway,NO,0,13,2,15,52,bye,51,0,17,6,8,13,0,0,0,42,47,266,24.2
534,JuwanJohnson,NO,0,0,0,0,0,bye,13,64,0,0,0,0,20,5,42,23,15,182,26.0
535,LynnBowden,MIA,0,4,0,4,10,5,bye,0,0,0,0,22,31,59,65,58,78,336,33.6
536,IsaiahWright,WAS,0,0,29,58,42,57,0,bye,16,29,16,17,29,17,22,13,2,347,24.8
537,TyrieCleveland,DEN,5,0,4,2,bye,4,13,0,6,0,0,11,2,0,0,0,25,72,7.2
538,AustinMack,NYG,0,0,0,0,0,36,12,10,38,24,bye,17,8,4,7,20,16,192,17.5
539,LawrenceCager,NYJ,0,0,29,10,0,0,0,0,0,bye,0,0,0,0,0,0,0,39,19.5
540,KJOsborn,MIN,1,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,1,0.1
541,QuezWatkins,PHI,0,0,0,0,5,15,0,0,bye,0,0,0,0,22,28,12,37,119,19.8
542,FreddieSwain,SEA,16,12,34,27,21,bye,23,19,22,25,15,24,27,33,16,23,14,351,21.9
543,JaMarcusBradley,CLE,0,0,0,0,0,0,0,0,bye,0,0,0,11,4,0,77,0,92,30.7
544,DezmonPatmon,IND,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,2,2,2.0
545,MalcolmPerry,MIA,0,0,0,0,0,0,bye,7,23,23,51,6,0,33,10,1,2,156,17.3
546,NickWestbrook-Ikhine,TEN,0,6,12,bye,45,27,2,2,5,9,0,1,0,19,9,13,7,157,11.2
547,KirkMerritt,MIA,0,0,0,0,0,0,bye,0,1,0,0,0,0,0,0,0,0,1,1.0
548,IsaiahCoulter,HOU,0,0,0,0,0,0,0,bye,0,0,0,0,0,6,0,0,0,6,6.0
549,DarnellMooney,CHI,22,39,51,46,41,44,0,65,67,46,bye,58,56,45,53,53,45,731,48.7
550,IsaiahZuber,NE,0,0,6,0,bye,5,0,6,0,0,0,0,0,0,0,0,0,17,5.7
551,KristianWilkerson,NE,0,0,0,0,bye,0,0,0,2,0,0,0,0,0,0,0,0,2,2.0
552,KendallHinton,DEN,0,0,0,0,bye,0,0,0,0,0,0,24,0,0,0,0,0,24,24.0
553,DeMichaelHarris,IND,0,0,0,0,0,12,bye,0,16,9,16,11,4,0,0,14,0,82,11.7
554,DanChisena,MIN,1,0,0,0,0,2,bye,0,0,0,0,0,0,0,0,0,0,3,0.2
555,AaronRodgers,GB,75,68,62,62,bye,60,60,74,62,65,60,69,61,67,62,63,46,1016,63.5
556,AlexSmith,WAS,0,0,0,0,29,0,0,bye,44,88,62,69,72,32,0,0,63,459,57.4
557,BenRoethlisberger,PIT,64,65,80,bye,75,58,79,53,65,69,69,72,71,57,65,68,0,1010,67.3
558,ChadHenne,KC,0,0,0,0,0,0,10,12,0,bye,0,0,0,0,0,0,53,75,25.0
559,ChaseDaniel,DET,0,0,0,0,bye,0,0,0,15,0,0,0,0,7,9,34,0,65,16.3
560,DrewBrees,NO,66,60,59,67,72,bye,69,70,60,20,0,0,0,0,54,68,52,717,59.8
561,JoeFlacco,NYJ,0,0,0,4,69,71,0,0,46,bye,60,0,0,0,0,0,0,250,50.0
562,MattRyan,ATL,79,75,68,70,65,80,74,70,71,bye,62,69,67,57,65,68,72,1112,69.5
563,MattSchaub,ATL,0,0,0,0,0,0,0,0,0,bye,0,9,0,0,0,0,0,9,9.0
564,MatthewStafford,DET,78,59,66,61,bye,45,61,61,60,59,56,82,68,60,56,4,58,934,58.4
565,PhilipRivers,IND,73,73,46,72,56,63,bye,77,67,69,77,64,66,58,51,69,63,1044,65.3
566,RyanFitzpatrick,MIA,62,75,61,71,67,51,bye,0,0,0,21,71,0,0,0,17,0,496,55.1
567,TomBrady,TB,70,61,68,76,71,55,72,70,49,75,69,59,bye,51,68,43,67,1024,64.0
568,ColtMcCoy,NYG,0,0,0,0,0,0,0,0,0,0,bye,30,56,5,54,0,0,145,36.3
569,BlaineGabbert,TB,0,0,0,0,0,9,0,0,1,5,0,0,bye,0,0,34,0,49,12.3
570,CamNewton,NE,64,72,69,0,bye,57,32,65,81,58,69,53,58,45,55,33,65,876,58.4
571,AndyDalton,DAL,0,2,0,0,22,86,45,0,0,bye,66,59,79,51,58,70,83,621,56.5
572,TyrodTaylor,LAC,74,0,0,0,0,bye,0,0,1,0,0,0,0,0,0,0,0,75,37.5
573,RobertGriffin,BAL,6,0,0,10,1,0,bye,0,0,0,0,44,0,0,0,0,0,61,15.3
574,RyanTannehill,TEN,81,62,75,bye,66,75,57,62,55,59,70,69,73,60,65,52,71,1052,65.8
575,NickFoles,CHI,0,0,43,62,63,66,0,69,77,45,bye,0,0,0,0,8,0,433,54.1
576,KirkCousins,MIN,52,54,65,66,87,56,bye,52,58,73,64,73,91,79,68,64,80,1082,67.6
577,RussellWilson,SEA,62,63,76,63,54,bye,84,68,65,67,66,67,72,55,57,63,65,1047,65.4
578,CaseKeenum,CLE,0,0,0,0,0,15,0,0,bye,0,0,0,0,0,0,0,0,15,7.5
579,TylerBray,CHI,0,0,0,0,0,0,0,0,0,5,bye,0,0,0,0,0,0,5,5.0
580,MikeGlennon,JAC,0,0,0,0,0,0,0,bye,0,0,0,65,71,32,0,55,65,288,57.6
581,MattBarkley,BUF,0,0,0,0,7,0,0,0,0,0,bye,1,0,0,1,15,29,53,10.6
582,GenoSmith,SEA,0,0,0,0,0,bye,0,0,0,0,0,0,0,18,0,0,0,18,18.0
583,TeddyBridgewater,CAR,67,73,51,76,65,68,46,48,83,43,0,65,bye,67,69,67,39,927,61.8
584,AJMcCarron,HOU,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,0,0,0,1,0.5
585,DerekCarr,LV,63,80,59,74,70,bye,65,72,51,72,59,52,78,68,11,64,69,1007,62.9
586,JimmyGaroppolo,SF,62,32,0,0,31,73,66,41,0,0,bye,0,0,0,0,0,0,305,50.8
587,GarrettGilbert,DAL,0,0,0,0,0,0,0,0,73,bye,0,0,0,0,0,0,0,73,73.0
588,MarcusMariota,LV,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,65,0,0,65,65.0
589,JameisWinston,NO,0,0,0,0,0,bye,0,0,10,34,0,3,0,0,0,0,7,54,13.5
590,TaylorHeinicke,WAS,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,25,0,25,25.0
591,JaredGoff,LAR,73,69,69,57,68,60,0,95,bye,70,72,62,82,63,59,75,0,974,69.6
592,CarsonWentz,PHI,68,71,91,62,59,72,80,63,bye,67,68,70,36,0,0,0,0,807,67.3
593,DakPrescott,DAL,72,67,82,82,44,0,0,0,0,bye,0,0,0,0,0,0,0,347,69.4
594,JeffDriskel,DEN,0,64,50,1,bye,0,0,0,0,0,0,0,0,0,0,0,0,115,38.3
595,JacobyBrissett,IND,1,0,13,0,0,0,bye,0,1,1,7,10,3,3,3,1,4,47,4.3
596,BrandonAllen,CIN,0,0,0,0,0,0,0,0,bye,0,0,49,44,65,0,76,43,277,55.4
597,NateSudfeld,PHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,18,18,18.0
598,MitchellTrubisky,CHI,65,65,39,0,0,0,0,1,0,0,bye,68,69,60,64,64,75,570,57.0
599,DeshaunWatson,HOU,59,59,47,65,58,71,68,bye,65,57,61,56,64,65,69,52,63,979,61.2
600,PatrickMahomes,KC,69,77,75,0,72,73,41,54,62,bye,78,79,64,62,98,67,0,971,69.4
601,NathanPeterman,LV,0,0,0,0,0,bye,0,0,0,0,0,11,0,0,0,0,0,11,11.0
602,JoshuaDobbs,PIT,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9.0
603,CJBeathard,SF,0,0,0,23,33,0,0,0,0,1,bye,0,0,0,7,56,66,186,31.0
604,NickMullens,SF,0,29,77,50,0,0,0,29,57,70,bye,72,61,81,77,0,0,603,60.3
605,PhillipWalker,CAR,0,0,0,0,0,0,0,9,0,5,71,0,bye,0,0,0,22,107,26.8
606,TaysomHill,NO,17,14,13,20,20,bye,10,14,19,22,66,61,78,63,10,24,21,472,29.5
607,LamarJackson,BAL,53,65,56,47,62,73,bye,82,64,66,65,0,55,49,55,68,57,917,61.1
608,MasonRudolph,PIT,0,0,0,bye,0,7,0,0,4,4,6,0,0,0,0,0,58,79,15.8
609,SamDarnold,NYJ,56,65,64,72,0,0,57,57,0,bye,0,55,62,53,65,69,63,738,61.5
610,BakerMayfield,CLE,73,58,63,75,73,42,52,49,bye,65,67,67,72,83,64,81,62,1046,65.4
611,LoganWoodside,TEN,0,0,0,bye,0,0,0,0,0,6,0,3,0,6,3,3,0,21,3.5
612,JoshAllen,BUF,87,61,62,61,65,53,73,58,68,73,bye,61,73,75,72,57,35,1034,64.6
613,TimBoyle,GB,2,5,0,1,bye,3,2,0,4,0,0,2,0,0,0,3,0,22,2.8
614,KyleAllen,WAS,0,0,0,0,25,73,69,bye,10,0,0,0,0,0,0,0,0,177,44.3
615,JohnWolford,LAR,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,73,73,73.0
616,DwayneHaskins,WAS,70,66,62,71,0,0,0,bye,0,0,0,0,0,31,80,46,0,426,60.9
617,DrewLock,DEN,59,13,0,0,bye,64,76,65,73,71,65,0,66,61,64,77,81,835,64.2
618,DanielJones,NYG,68,65,52,68,68,48,60,74,77,71,bye,51,0,44,0,64,58,868,62.0
619,RyanFinley,CIN,0,0,1,0,0,0,0,0,bye,0,18,0,8,7,56,0,0,90,18.0
620,BrettRypien,DEN,0,0,13,69,bye,0,1,0,0,0,0,0,0,0,0,0,0,83,27.7
621,EastonStick,LAC,0,0,0,0,0,bye,2,0,0,0,0,0,0,0,0,0,0,2,2.0
622,TraceMcSorley,BAL,0,0,0,0,0,0,bye,0,0,0,0,9,0,11,0,0,0,20,10.0
623,GardnerMinshew,JAC,50,75,66,68,75,34,63,bye,0,0,0,0,0,39,58,0,0,528,58.7
624,KylerMurray,ARI,82,77,65,57,75,62,83,bye,69,73,67,73,64,79,68,82,25,1101,68.8
625,JarrettStidham,NE,0,0,0,0,bye,0,20,0,0,0,0,0,9,14,0,17,0,60,15.0
626,JustinHerbert,LAC,0,83,78,53,71,bye,79,87,78,63,82,83,72,73,66,57,72,1097,73.1
627,DavidBlough,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,15,0,15,15.0
628,JohnLovett,GB,1,11,2,6,bye,5,9,0,11,0,0,0,0,0,0,0,0,45,5.6
629,JoeBurrow,CIN,68,92,71,75,67,73,75,73,bye,65,50,0,0,0,0,0,0,709,70.9
630,TuaTagovailoa,MIA,0,0,0,0,0,5,bye,49,61,58,44,0,70,83,72,46,83,571,57.1
631,JalenHurts,PHI,0,3,3,4,2,7,5,2,bye,3,1,2,26,69,83,73,50,333,22.2
632,TylerHuntley,BAL,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,11,0,17,28,14.0
633,JakeLuton,JAC,0,0,0,0,0,0,0,bye,69,64,58,0,0,0,0,0,0,191,63.7
634,ChrisStreveler,ARI,1,1,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,28,30,7.5
635,BenDiNucci,DAL,0,0,0,0,0,3,12,79,0,bye,0,0,0,0,0,0,0,94,31.3
636,TommyStevens,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,5,5,5.0
